key,keydown_time,keyup_time,dwell_time,flight_time,is_correction
r,1744668322275.1865,1744668322409.357,134.17041015625,0,0
space,1744668322353.5757,1744668322485.649,132.0732421875,0,0
i,1744668322508.5012,1744668322639.3303,130.8291015625,22.852294921875,0
n,1744668322641.2898,1744668322796.5847,155.294921875,1.95947265625,0
s,1744668322762.2656,1744668322907.2856,145.02001953125,0,0
u,1744668322929.672,1744668323041.6038,111.931640625,22.386474609375,0
l,1744668323190.043,1744668323359.6973,169.654296875,148.439208984375,0
a,1744668323323.67,1744668323456.229,132.55908203125,0,0
space,1744668323439.042,1744668323614.2085,175.16650390625,0,0
a,1744668323627.676,1744668323705.7852,78.109130859375,13.467529296875,0
n,1744668323726.5952,1744668323897.3672,170.77197265625,20.81005859375,0
d,1744668323861.315,1744668323976.3354,115.0205078125,0,0
space,1744668323944.213,1744668324163.4788,219.265869140625,0,0
a,1744668324194.503,1744668324336.1965,141.693603515625,31.024169921875,0
d,1744668324470.614,1744668324615.488,144.8740234375,134.41748046875,0
j,1744668325411.9534,1744668325569.2659,157.3125,796.46533203125,0
a,1744668325887.1113,1744668326009.8823,122.77099609375,317.845458984375,0
c,1744668326103.353,1744668326256.864,153.510986328125,93.470703125,0
e,1744668326489.1155,1744668326622.3328,133.21728515625,232.25146484375,0
n,1744668326659.3271,1744668326830.729,171.40185546875,36.994384765625,0
t,1744668326796.3435,1744668326964.2112,167.86767578125,0,0
space,1744668326929.4695,1744668327077.819,148.349609375,0,0
s,1744668328040.5789,1744668328153.636,113.05712890625,962.759765625,0
e,1744668328261.6836,1744668328398.5435,136.85986328125,108.047607421875,0
c,1744668328439.5667,1744668328587.4465,147.8798828125,41.023193359375,0
o,1744668328590.6057,1744668328703.4175,112.811767578125,3.1591796875,0
n,1744668328798.6145,1744668328948.1484,149.533935546875,95.197021484375,0
d,1744668328914.2163,1744668329044.6265,130.41015625,0,0
a,1744668329008.6345,1744668329139.8496,131.215087890625,0,0
r,1744668329196.976,1744668329347.0083,150.0322265625,57.12646484375,0
y,1744668329496.5886,1744668329644.5034,147.914794921875,149.580322265625,0
space,1744668329670.9028,1744668329777.374,106.47119140625,26.3994140625,0
s,1744668329856.1653,1744668329968.451,112.28564453125,78.791259765625,0
o,1744668330103.9136,1744668330193.5005,89.5869140625,135.462646484375,0
m,1744668330309.1199,1744668330493.6013,184.4814453125,115.619384765625,0
a,1744668330406.6365,1744668330614.9849,208.348388671875,0,0
t,1744668330773.1248,1744668330840.7239,67.59912109375,158.139892578125,0
o,1744668330855.4902,1744668330889.01,33.519775390625,14.766357421875,0
s,1744668330859.234,1744668331011.1023,151.868408203125,0,0
e,1744668331164.0842,1744668331194.7114,30.627197265625,152.98193359375,0
n,1744668331740.926,1744668331889.5452,148.619140625,546.214599609375,0
s,1744668331928.4158,1744668332057.8064,129.390625,38.87060546875,0
o,1744668332520.2764,1744668332648.5095,128.233154296875,462.469970703125,0
r,1744668332692.0964,1744668332818.131,126.03466796875,43.5869140625,0
y,1744668332948.2827,1744668333059.2417,110.958984375,130.151611328125,0
space,1744668333081.9915,1744668333231.587,149.595458984375,22.749755859375,0
c,1744668333345.2427,1744668333495.7393,150.49658203125,113.65576171875,0
o,1744668333537.3604,1744668333684.7288,147.368408203125,41.62109375,0
r,1744668334028.87,1744668334219.7742,190.904052734375,344.141357421875,0
t,1744668334223.1,1744668334355.6665,132.56640625,3.325927734375,0
e,1744668334430.8665,1744668334564.2178,133.351318359375,75.199951171875,0
x,1744668334963.6584,1744668335135.1306,171.47216796875,399.440673828125,0
.,1744668335479.4136,1744668335673.0835,193.669921875,344.282958984375,0
space,1744668336255.8047,1744668336424.5144,168.709716796875,582.72119140625,0
caps_lock,1744668336533.9124,1744668336686.5137,152.601318359375,109.39794921875,0
a,1744668336908.785,1744668337059.0903,150.305419921875,222.271240234375,0
caps_lock,1744668337154.6904,1744668337246.5896,91.899169921875,95.60009765625,0
f,1744668337447.278,1744668337600.9084,153.63037109375,200.6884765625,0
t,1744668337802.404,1744668337914.3137,111.90966796875,201.49560546875,0
e,1744668337970.9321,1744668338141.9858,171.0537109375,56.618408203125,0
r,1744668338106.6526,1744668338219.0774,112.4248046875,0,0
space,1744668338259.414,1744668338389.023,129.60888671875,40.336669921875,0
h,1744668338647.2446,1744668338835.7449,188.500244140625,258.2216796875,0
e,1744668338802.0996,1744668338971.5105,169.410888671875,0,0
r,1744668338911.9285,1744668339067.717,155.78857421875,0,0
space,1744668339027.071,1744668339141.896,114.824951171875,0,0
s,1744668339184.8862,1744668339313.006,128.119873046875,42.990234375,0
t,1744668339413.43,1744668339636.3271,222.897216796875,100.423828125,0
r,1744668339658.9666,1744668339771.994,113.02734375,22.639404296875,0
o,1744668339811.4275,1744668339961.439,150.011474609375,39.43359375,0
k,1744668339964.4263,1744668340152.4666,188.040283203125,2.9873046875,0
e,1744668340247.4243,1744668340396.4731,149.048828125,94.957763671875,0
space,1744668340403.2573,1744668340529.341,126.083740234375,6.7841796875,0
s,1744668340987.7363,1744668341120.9448,133.20849609375,458.395263671875,0
h,1744668341196.2964,1744668341366.9175,170.62109375,75.3515625,0
e,1744668341436.6497,1744668341570.0369,133.38720703125,69.732177734375,0
space,1744668341646.3557,1744668341741.4592,95.103515625,76.31884765625,0
s,1744668341800.158,1744668341950.108,149.949951171875,58.69873046875,0
t,1744668341988.1084,1744668342117.4778,129.369384765625,38.00048828125,0
a,1744668342176.7747,1744668342325.2417,148.467041015625,59.296875,0
r,1744668342252.7031,1744668342402.0347,149.33154296875,0,0
t,1744668342536.47,1744668342684.3784,147.908447265625,134.435302734375,0
e,1744668342703.7202,1744668342776.7214,73.001220703125,19.341796875,0
d,1744668342890.1362,1744668343041.8718,151.735595703125,113.414794921875,0
space,1744668343005.8613,1744668343137.909,132.047607421875,0,0
r,1744668343191.623,1744668343441.2288,249.605712890625,53.714111328125,0
e,1744668343311.5842,1744668343459.9966,148.412353515625,0,0
p,1744668343627.1348,1744668343741.2642,114.12939453125,167.13818359375,0
o,1744668343854.1152,1744668344000.6018,146.486572265625,112.85107421875,0
r,1744668344112.4475,1744668344359.5852,247.1376953125,111.845703125,0
t,1744668344362.2166,1744668344512.586,150.369384765625,2.63134765625,0
i,1744668344588.8816,1744668344701.3713,112.48974609375,76.295654296875,0
n,1744668344740.4255,1744668344907.5444,167.118896484375,39.05419921875,0
g,1744668344873.9578,1744668345003.3396,129.3818359375,0,0
space,1744668345025.0383,1744668345155.378,130.339599609375,21.69873046875,0
t,1744668345158.9512,1744668345288.9153,129.964111328125,3.5732421875,0
h,1744668345350.43,1744668345463.8008,113.370849609375,61.5146484375,0
a,1744668345426.5908,1744668345520.3013,93.71044921875,0,0
t,1744668345578.3643,1744668345726.6838,148.319580078125,58.06298828125,0
space,1744668345729.6846,1744668345840.2434,110.558837890625,3.000732421875,0
h,1744668345971.2603,1744668346119.6406,148.38037109375,131.016845703125,0
e,1744668346085.5627,1744668346273.0417,187.47900390625,0,0
r,1744668346184.2805,1744668346350.7876,166.507080078125,0,0
space,1744668346317.8315,1744668346464.371,146.53955078125,0,0
b,1744668346505.134,1744668346636.951,131.81689453125,40.762939453125,0
o,1744668346734.22,1744668346883.7668,149.546875,97.26904296875,0
d,1744668346861.7769,1744668347014.6367,152.85986328125,0,0
y,1744668347055.4963,1744668347185.3257,129.829345703125,40.859619140625,0
space,1744668347150.0159,1744668347337.402,187.38623046875,0,0
f,1744668347396.8938,1744668347603.5476,206.65380859375,59.49169921875,0
e,1744668347606.7874,1744668347699.481,92.693603515625,3.23974609375,0
e,1744668347834.7146,1744668347962.0312,127.316650390625,135.233642578125,0
l,1744668348186.249,1744668348334.4211,148.172119140625,224.2177734375,0
s,1744668349118.905,1744668349267.0474,148.142333984375,784.48388671875,0
space,1744668349301.7397,1744668349434.657,132.917236328125,34.6923828125,0
l,1744668349494.1003,1744668349623.7205,129.6201171875,59.443359375,0
i,1744668349738.8445,1744668349808.802,69.95751953125,115.1240234375,0
k,1744668349903.4958,1744668350094.894,191.398193359375,94.69384765625,0
e,1744668350072.2815,1744668350194.1155,121.833984375,0,0
space,1744668350155.6382,1744668350285.1685,129.5302734375,0,0
i,1744668350383.2698,1744668350509.869,126.59912109375,98.101318359375,0
t,1744668350437.4905,1744668350568.011,130.5205078125,0,0
s,1744668350677.6406,1744668350810.8564,133.2158203125,109.629638671875,0
space,1744668350772.0186,1744668350908.281,136.262451171875,0,0
s,1744668351218.1643,1744668351352.113,133.94873046875,309.88330078125,0
o,1744668351330.8813,1744668351446.0608,115.179443359375,0,0
m,1744668351486.325,1744668351620.5579,134.23291015625,40.26416015625,0
e,1744668351597.291,1744668351712.4841,115.193115234375,0,0
h,1744668351789.5217,1744668351918.391,128.869384765625,77.03759765625,0
o,1744668351959.6177,1744668352126.6775,167.059814453125,41.2265625,0
w,1744668352093.1497,1744668352205.5798,112.43017578125,0,0
space,1744668352168.122,1744668352300.0088,131.88671875,0,0
"""",1744668353259.99,1744668353393.9067,133.916748046875,959.981201171875,0
shift,1744668352896.553,1744668353594.74,698.18701171875,0,0
b,1744668353887.6228,1744668354040.477,152.854248046875,292.8828125,0
o,1744668354095.4082,1744668354209.8196,114.411376953125,54.93115234375,0
r,1744668354228.8809,1744668354324.1233,95.242431640625,19.061279296875,0
r,1744668354418.114,1744668354529.3525,111.238525390625,93.99072265625,0
o,1744668354569.4812,1744668354701.0881,131.60693359375,40.128662109375,0
w,1744668354812.3865,1744668354908.7378,96.351318359375,111.29833984375,0
e,1744668355092.1687,1744668355221.0576,128.888916015625,183.430908203125,0
d,1744668355387.9446,1744668355517.57,129.62548828125,166.886962890625,0
space,1744668355900.482,1744668356068.4324,167.950439453125,382.911865234375,0
f,1744668356342.8975,1744668356477.9456,135.048095703125,274.465087890625,0
r,1744668356694.7092,1744668356828.441,133.731689453125,216.763671875,0
o,1744668356886.9622,1744668357055.7788,168.816650390625,58.521240234375,0
m,1744668358705.8845,1744668358877.579,171.694580078125,1650.105712890625,0
space,1744668359312.2673,1744668359483.3557,171.08837890625,434.688232421875,0
s,1744668359720.258,1744668359871.5042,151.24609375,236.90234375,0
o,1744668359837.2537,1744668359968.9849,131.731201171875,0,0
m,1744668360009.331,1744668360196.3428,187.01171875,40.34619140625,0
e,1744668360218.8958,1744668360334.039,115.143310546875,22.552978515625,0
o,1744668360354.2944,1744668360506.416,152.12158203125,20.25537109375,0
n,1744668360619.8438,1744668360806.3916,186.5478515625,113.427734375,0
e,1744668360879.471,1744668361035.0234,155.552490234375,73.079345703125,0
space,1744668361087.9119,1744668361219.7087,131.796875,52.888427734375,0
e,1744668361459.208,1744668361588.7556,129.547607421875,239.499267578125,0
l,1744668361719.8022,1744668361907.3782,187.575927734375,131.046630859375,0
s,1744668361834.9211,1744668361966.5217,131.6005859375,0,0
e,1744668362093.948,1744668362248.2188,154.270751953125,127.42626953125,0
"""",1744668362772.8308,1744668362940.6545,167.82373046875,524.612060546875,0
shift,1744668362501.1992,1744668362978.9517,477.75244140625,0,0
space,1744668363219.2134,1744668363367.6506,148.437255859375,240.26171875,0
m,1744668366494.3613,1744668366627.8328,133.471435546875,3126.710693359375,0
o,1744668366670.6038,1744668366822.0886,151.48486328125,42.77099609375,0
r,1744668366785.7947,1744668366992.8474,207.052734375,0,0
e,1744668366881.788,1744668367011.4001,129.612060546875,0,0
space,1744668366957.999,1744668367068.2861,110.287109375,0,0
n,1744668367109.5918,1744668367240.775,131.18310546875,41.3056640625,0
o,1744668367367.9993,1744668367537.3367,169.33740234375,127.224365234375,0
t,1744668367488.8628,1744668367614.2766,125.413818359375,0,0
i,1744668368184.6565,1744668368349.1973,164.540771484375,570.3798828125,0
c,1744668368295.074,1744668368484.0732,188.999267578125,0,0
e,1744668368386.6658,1744668368502.7693,116.103515625,0,0
a,1744668368975.0627,1744668369126.5571,151.494384765625,472.29345703125,0
b,1744668369257.7134,1744668369389.4097,131.6962890625,131.15625,0
backspace,1744668369682.7153,1744668369791.4146,108.69921875,293.3056640625,1
backspace,1744668369868.1262,1744668369978.8054,110.67919921875,76.711669921875,1
backspace,1744668370274.9905,1744668370403.3489,128.3583984375,296.18505859375,1
a,1744668370407.1575,1744668370501.2258,94.068359375,3.80859375,0
b,1744668370753.3533,1744668370849.5127,96.159423828125,252.12744140625,0
l,1744668370851.9495,1744668371040.2976,188.34814453125,2.436767578125,0
y,1744668371083.2664,1744668371232.1577,148.891357421875,42.96875,0
space,1744668371233.2646,1744668371344.0679,110.80322265625,1.10693359375,0
d,1744668372648.7488,1744668372765.9065,117.15771484375,1304.680908203125,0
u,1744668372786.1023,1744668372954.7063,168.60400390625,20.19580078125,0
r,1744668372920.9995,1744668373070.7583,149.7587890625,0,0
i,1744668373073.61,1744668373183.9492,110.339111328125,2.851806640625,0
n,1744668373225.296,1744668373392.8635,167.567626953125,41.3466796875,0
g,1744668373339.7932,1744668373469.7373,129.944091796875,0,0
space,1744668373416.1953,1744668373548.8677,132.67236328125,0,0
m,1744668373587.561,1744668373736.044,148.48291015625,38.693359375,0
o,1744668373758.3818,1744668373928.6777,170.2958984375,22.337890625,0
v,1744668373875.764,1744668374005.6133,129.849365234375,0,0
e,1744668374028.6694,1744668374161.0698,132.400390625,23.05615234375,0
m,1744668374627.9988,1744668374807.1233,179.12451171875,466.928955078125,0
n,1744668375834.5574,1744668375986.29,151.732666015625,1027.43408203125,0
backspace,1744668376299.4233,1744668376426.7136,127.290283203125,313.13330078125,1
e,1744668376388.712,1744668376522.4824,133.7705078125,0,0
n,1744668376616.0483,1744668376766.197,150.148681640625,93.56591796875,0
t,1744668376732.8938,1744668376862.4744,129.58056640625,0,0
",",1744668376933.7332,1744668377086.3896,152.656494140625,71.2587890625,0
space,1744668377306.7935,1744668377459.5662,152.772705078125,220.40380859375,0
s,1744668379773.938,1744668379908.4685,134.530517578125,2314.371826171875,0
h,1744668379967.3645,1744668380097.7869,130.42236328125,58.89599609375,0
e,1744668380227.4756,1744668380414.8,187.324462890625,129.688720703125,0
space,1744668380544.6753,1744668380716.341,171.665771484375,129.875244140625,0
e,1744668380676.2034,1744668380789.4465,113.2431640625,0,0
x,1744668380922.791,1744668381071.5913,148.80029296875,133.344482421875,0
p,1744668381094.1223,1744668381264.8713,170.7490234375,22.531005859375,0
e,1744668381316.4004,1744668381431.9146,115.51416015625,51.529052734375,0
r,1744668381435.2366,1744668381584.8655,149.62890625,3.322021484375,0
i,1744668381700.1326,1744668381884.661,184.5283203125,115.26708984375,0
e,1744668381888.1863,1744668381998.8193,110.633056640625,3.525390625,0
n,1744668382075.346,1744668382231.0083,155.662353515625,76.526611328125,0
c,1744668382249.1597,1744668382382.4797,133.320068359375,18.1513671875,0
e,1744668382308.1807,1744668382419.2378,111.05712890625,0,0
s,1744668382532.0698,1744668382687.9714,155.901611328125,112.83203125,0
space,1744668382644.9873,1744668382775.461,130.4736328125,0,0
h,1744668382903.024,1744668383038.8132,135.789306640625,127.56298828125,0
e,1744668383001.8328,1744668383156.008,154.17529296875,0,0
r,1744668383134.8135,1744668383307.811,172.99755859375,0,0
space,1744668383273.4404,1744668383383.5083,110.06787109375,0,0
o,1744668383497.8057,1744668383669.0215,171.2158203125,114.29736328125,0
w,1744668383635.115,1744668383745.3171,110.2021484375,0,0
n,1744668383805.5457,1744668383972.5706,167.02490234375,60.228515625,0
space,1744668383974.9912,1744668384106.221,131.229736328125,2.420654296875,0
l,1744668384198.5293,1744668384350.1624,151.633056640625,92.308349609375,0
i,1744668384466.097,1744668384575.5847,109.48779296875,115.9345703125,0
m,1744668384669.6475,1744668384840.4436,170.796142578125,94.062744140625,0
b,1744668384784.904,1744668384915.31,130.406005859375,0,0
s,1744668385047.62,1744668385214.4229,166.802734375,132.31005859375,0
space,1744668385178.7507,1744668385327.1946,148.44384765625,0,0
i,1744668385400.2385,1744668385496.6824,96.44384765625,73.0439453125,0
n,1744668385571.2258,1744668385687.569,116.34326171875,74.54345703125,0
i,1744668385760.4724,1744668385874.732,114.259521484375,72.9033203125,0
t,1744668386019.969,1744668386136.739,116.77001953125,145.237060546875,0
i,1744668386609.1267,1744668386776.3936,167.266845703125,472.3876953125,0
a,1744668386851.8845,1744668386985.2212,133.336669921875,75.490966796875,0
t,1744668387065.3503,1744668387194.6768,129.326416015625,80.129150390625,0
i,1744668387216.3423,1744668387345.1907,128.848388671875,21.66552734375,0
n,1744668387386.0696,1744668387554.5225,168.452880859375,40.87890625,0
g,1744668387499.978,1744668387611.1465,111.16845703125,0,0
space,1744668387576.7202,1744668387687.0203,110.300048828125,0,0
a,1744668387709.9812,1744668387878.367,168.3857421875,22.9609375,0
c,1744668387881.6426,1744668388014.6648,133.022216796875,3.275634765625,0
t,1744668388148.4517,1744668388298.1208,149.669189453125,133.786865234375,0
i,1744668388260.9893,1744668388352.3962,91.406982421875,0,0
o,1744668388483.105,1744668388614.0042,130.899169921875,130.708740234375,0
n,1744668388672.5574,1744668388840.7979,168.240478515625,58.55322265625,0
s,1744668388767.7705,1744668388865.7136,97.943115234375,0,0
space,1744668388903.664,1744668388994.6843,91.020263671875,37.950439453125,0
w,1744668389011.1145,1744668389087.3586,76.244140625,16.43017578125,0
i,1744668389142.6602,1744668389277.614,134.953857421875,55.301513671875,0
t,1744668389318.0642,1744668389449.3042,131.239990234375,40.4501953125,0
h,1744668389506.6868,1744668389636.3188,129.632080078125,57.382568359375,0
space,1744668389639.3723,1744668389749.5073,110.135009765625,3.053466796875,0
a,1744668389715.5667,1744668389885.9734,170.40673828125,0,0
space,1744668389850.028,1744668389981.3516,131.323486328125,0,0
s,1744668390635.6904,1744668390766.388,130.697509765625,654.3388671875,0
m,1744668390787.4014,1744668390918.873,131.4716796875,21.013427734375,0
a,1744668390934.9873,1744668391050.1138,115.12646484375,16.1142578125,0
l,1744668391109.642,1744668391200.7256,91.08349609375,59.5283203125,0
l,1744668391274.0881,1744668391411.7424,137.654296875,73.362548828125,0
space,1744668391352.9824,1744668391540.8003,187.81787109375,0,0
d,1744668391544.6514,1744668391658.2976,113.646240234375,3.85107421875,0
e,1744668391770.2058,1744668391881.6926,111.48681640625,111.908203125,0
l,1744668392228.576,1744668392398.8093,170.2333984375,346.88330078125,0
a,1744668392364.8582,1744668392474.2656,109.407470703125,0,0
y,1744668392603.8203,1744668392791.537,187.716796875,129.5546875,0
space,1744668392766.4521,1744668392890.3193,123.8671875,0,0
i,1744668393065.8313,1744668393208.8198,142.988525390625,175.511962890625,0
n,1744668393731.06,1744668393903.8237,172.763671875,522.240234375,0
space,1744668393868.6394,1744668394001.211,132.571533203125,0,0
